idiom,explanation,original_sentence,original_paraphrase
成,在,有一次刮龙卷风，四口人全挤在大床上，紧紧抱成一团。,有一次刮龙卷风，四口人全挤在大床上，紧紧抱在一起。
团,起,有一次刮龙卷风，四口人全挤在大床上，紧紧抱成一团。,有一次刮龙卷风，四口人全挤在大床上，紧紧抱在一起。
意,精神振奋，,下班以后，上学之前，所有属于自己的时间，你可以高挑着眉，我可以沉默、睥睨；意气飞扬地做自己想做的事：散步，清歌，呐喊及打电玩——偶尔，也看看书（像高文化的雅痞坐在晕黄的咖啡厅），报名夏令营，买排行榜上的磁带，看一场排长龙的电影……,下班以后，上学之前，所有属于自己的时间，你可以高挑着眉，我可以沉默、睥睨；精神振奋，气概豪迈地做自己想做的事：散步，清歌，呐喊及打电玩——偶尔，也看看书（像高文化的雅痞坐在晕黄的咖啡厅），报名夏令营，买排行榜上的磁带，看一场排长龙的电影……
飞扬,概豪迈,下班以后，上学之前，所有属于自己的时间，你可以高挑着眉，我可以沉默、睥睨；意气飞扬地做自己想做的事：散步，清歌，呐喊及打电玩——偶尔，也看看书（像高文化的雅痞坐在晕黄的咖啡厅），报名夏令营，买排行榜上的磁带，看一场排长龙的电影……,下班以后，上学之前，所有属于自己的时间，你可以高挑着眉，我可以沉默、睥睨；精神振奋，气概豪迈地做自己想做的事：散步，清歌，呐喊及打电玩——偶尔，也看看书（像高文化的雅痞坐在晕黄的咖啡厅），报名夏令营，买排行榜上的磁带，看一场排长龙的电影……
神号,叫悲惨凄厉,月下的盛宴，但听得空寂庭院的鬼哭神号；美丽的姑娘长大起来了，各个以不同的命运嫁到,月下的盛宴，但听得空寂庭院的哭叫悲惨凄厉；美丽的姑娘长大起来了，各个以不同的命运嫁到
心如焚,虑焦急,小孩子忧心如焚，居然等不及爸爸银行下班，走去了办公室，站在那儿嗫嚅的递上了练习簿，爸爸也没有理他，一个铜板也不给。,小孩子非常忧虑焦急，居然等不及爸爸银行下班，走去了办公室，站在那儿嗫嚅的递上了练习簿，爸爸也没有理他，一个铜板也不给。
一,掌握某种,在这样的环境上，文人逐多寻访这种艺妓，她们大都挟有一技之长，或长于诗,在这样的环境上，文人逐多寻访这种艺妓，她们大都挟有掌握某种技能，或长于诗
之长,能,在这样的环境上，文人逐多寻访这种艺妓，她们大都挟有一技之长，或长于诗,在这样的环境上，文人逐多寻访这种艺妓，她们大都挟有掌握某种技能，或长于诗
千叮万,对,在电话中千叮万嘱，请他去一趟那家店，把这个洗脸盆带来台湾。,在电话中对嘱咐的事情极重视，请他去一趟那家店，把这个洗脸盆带来台湾。
手,、要求的标准高，但自己的实际工作能力,看事眼高手低，除了怨叹之外，还有什么时效。,看事眼光高、要求的标准高，但自己的实际工作能力低，除了怨叹之外，还有什么时效。
峰回路,经过挫折后出现,峰回路转，时而是左眼读水，右眼阅山，时而是左眼披览一页页的山，时而是右眼圈点一行行的水——山水的巨帙是如此观之不尽。,经过挫折后出现转机，时而是左眼读水，右眼阅山，时而是左眼披览一页页的山，时而是右眼圈点一行行的水——山水的巨帙是如此观之不尽。
老成,轻人缺乏朝气,他是少年老成，事业是新的，思想是新的，而愿意保守着旧道德。,他是年轻人缺乏朝气，事业是新的，思想是新的，而愿意保守着旧道德。
花,美,但此时孔家还十分古板和守旧，孔繁林经商有方，有些积蓄以后，便整修荒圮已久的孔家花园，它的雅号叫“庸园”，园内有“壶隐厅”，有假山“美女峰”，美女峰上有人寿楼，楼上挂有太史公俞樾手书“花好月圆人寿”,但此时孔家还十分古板和守旧，孔繁林经商有方，有些积蓄以后，便整修荒圮已久的孔家花园，它的雅号叫“庸园”，园内有“壶隐厅”，有假山“美女峰”，美女峰上有人寿楼，楼上挂有太史公俞樾手书“美好圆满的生活人寿”
博览群,广泛地阅读各种,我们很多党的负责同志，学识渊博，博览群书，难道这些日夜辛勤的负责同志,我们很多党的负责同志，学识很渊博，广泛地阅读各种书，难道这些日夜辛勤的负责同志
蝇头,非常微,但父亲是有远大目光的人，他决不会为了眼前的蝇头小利败坏自己的声誉，因为败坏了自己的声誉就等于砸了自己的饭碗。,但父亲是有远大目光的人，他决不会为了眼前的非常微小的利润败坏自己的声誉，因为败坏了自己的声誉就等于砸了自己的饭碗。
沧,大,沧海一粟敢与天地去认朋友，才是━━谁与我逝兮，吾谁与从，渺渺茫茫，归彼大荒。,大海中的一粒小米敢与天地去认朋友，才是━━谁与我逝兮，吾谁与从，渺茫，归彼大荒。
粟,粒小米,沧海一粟敢与天地去认朋友，才是━━谁与我逝兮，吾谁与从，渺渺茫茫，归彼大荒。,大海中的一粒小米敢与天地去认朋友，才是━━谁与我逝兮，吾谁与从，渺茫，归彼大荒。
卷,书来看;就会,语云，开卷有益，多读，总会多知道一些，有所知就会有所得。,语云，:打开书来看;就会有收获，多读，总会多知道一些，有所知就会有所得。
益,收获,语云，开卷有益，多读，总会多知道一些，有所知就会有所得。,语云，:打开书来看;就会有收获，多读，总会多知道一些，有所知就会有所得。
恶性,事物因果，,有时候，在我们的一生里，遗忘是有必要，而记得也有必要，让苦难的过去忘掉，记取这一次的教训，利用这个错误的经验，以后“绝对”不再做伤人伤己的恶性循环，请你答应我好不好？,有时候，在我们的一生里，遗忘是有必要，而记得也有必要，让苦难的过去忘掉，记取这一次的教训，利用这个错误的经验，以后“绝对”不再做伤人伤己的事物因果，循环不止，使情况越来越坏，请你答应我好不好？
辅,补充，互,我想，诸般人生况味中非常重要的一项就是异乡体验与故乡意识的深刻交糅，漂泊欲念与回归意识的相辅相成。,我想，诸般人生况味中非常重要的一项就是异乡体验与故乡意识的深刻交糅，漂泊欲念与回归意识的两件事物互相补充，互相配合。
成,配合,我想，诸般人生况味中非常重要的一项就是异乡体验与故乡意识的深刻交糅，漂泊欲念与回归意识的相辅相成。,我想，诸般人生况味中非常重要的一项就是异乡体验与故乡意识的深刻交糅，漂泊欲念与回归意识的两件事物互相补充，互相配合。
曾经沧,过去的大,一向致力新诗，没留心到元微之的两句：“曾经沧海难为水，除却巫山不是云，”后悔不及。,一向致力新诗，没留心到元微之的两句：“过去的大海难为水，除却巫山不是云，”后悔已经来不及了。
刻苦耐,工作勤奋，经得住繁重的,中国人刻苦耐劳，偶尔也休息，但那只是为了更好地工作；欧洲人反过来，认为平日辛苦工作，大半倒是为了休假，因为只有在休假中，才能使杂务中断，使焦灼凝冻，使肢体回归，使亲伦重现，亦即使人暂别异化状态，恢复人性。,中国人工作勤奋，经得住繁重的劳累，偶尔也休息，但那只是为了更好地工作；欧洲人反过来，认为平日辛苦工作，大半倒是为了休假，因为只有在休假中，才能使杂务中断，使焦灼凝冻，使肢体回归，使亲伦重现，亦即使人暂别异化状态，恢复人性。
气冲天,到极点,负荷着这样的重量不可能再来纠正自己，双方都怒气冲天地走上了不归路。,负荷着这样的重量不可能再来纠正自己，双方都愤怒到极点地走上了不归路。
三番两,屡,就拿大小姐的事情来说，要不是大少爷三番两次设法办交涉，姑少爷哪儿会把大小姐灵柩下葬？,就拿大小姐的事情来说，要不是大少爷屡次设法办交涉，姑少爷哪儿会把大小姐灵柩下葬？
阳,地里受困,另一种不太平等的态势出现了，而且越到近代越甚，在国内国外有些地方，华语简直有点“虎落平阳”的景况了。,另一种不太平等的态势出现了，而且越到近代越甚，在国内国外有些地方，华语简直有点“老虎离开深山，落到平地里受困”的景况了。
咫尺,距离虽然很近，但很难相见，就像在遥远的,万一，那个流浪的人说的都是真话，而我眼看他咫尺天涯的流落在这里，不肯帮他渡过海去，我的良知会平安吗？,万一，那个流浪的人说的都是真话，而我眼看他距离虽然很近，但很难相见，就像在遥远的天边一样的流落在这里，不肯帮他渡过海去，我的良知会平安吗？
涯,边一样,万一，那个流浪的人说的都是真话，而我眼看他咫尺天涯的流落在这里，不肯帮他渡过海去，我的良知会平安吗？,万一，那个流浪的人说的都是真话，而我眼看他距离虽然很近，但很难相见，就像在遥远的天边一样的流落在这里，不肯帮他渡过海去，我的良知会平安吗？
可,能用,她底反省，常使她起一种不可言喻的伤心，使她觉得她永远对不起面前这位垂死的姑娘和旁边那位姑爷。,她底反省，常使她起一种不能用言语来说明的伤心，使她觉得她永远对不起面前这位垂死的姑娘和旁边那位姑爷。
喻,语来说明,她底反省，常使她起一种不可言喻的伤心，使她觉得她永远对不起面前这位垂死的姑娘和旁边那位姑爷。,她底反省，常使她起一种不能用言语来说明的伤心，使她觉得她永远对不起面前这位垂死的姑娘和旁边那位姑爷。
有可为,大地发挥作用,虽然它的出品在价格上比台湾是贵了一点，但仍是大有可为的。,虽然它的出品在价格上比台湾是贵了一点，但仍是有广阔的发展前途，能大大地发挥作用的。
