idiom,explanation,original_sentence,original_paraphrase
可以旷日持,能长,夫因循苟且，逸豫（安乐）而无为，可以侥幸一时，而不可以旷日持久。,丈夫和你在一起会造成拖延，感觉上快乐（幸福）但没有作为，你可以躲过一段时间，不能长久下去。
舍生取义之,为了崇高的事业而牺牲的,古代这种风格并不少见，舍生取义之人比比皆是。,古代这种风格并不少见，为了崇高的事业而牺牲的人很多。
泼妇,家伙,累托兹太太，你这个老泼妇，你为你的钱叫苦连天，这究竟是什么意思!,累托兹太太，你这个老家伙，你抱怨你的钱是什么意思？
为,抱怨,累托兹太太，你这个老泼妇，你为你的钱叫苦连天，这究竟是什么意思!,累托兹太太，你这个老家伙，你抱怨你的钱是什么意思？
感到低人一等,太自卑：,感到低人一等:对自己没有信心，一遇上竞争对手就自愧不如。,太自卑：对自己没有信心，遇到竞争对手就感到羞愧。
上,到,感到低人一等:对自己没有信心，一遇上竞争对手就自愧不如。,太自卑：对自己没有信心，遇到竞争对手就感到羞愧。
自,感到羞,感到低人一等:对自己没有信心，一遇上竞争对手就自愧不如。,太自卑：对自己没有信心，遇到竞争对手就感到羞愧。
万,许多人,起初，除了那家饭店或城镇闪烁的万家灯火外，就是一片黑暗，我们什么都没看见。,起初，除了那家饭店或城镇闪烁的许多人家灯光外，就是一片黑暗，我们什么都没看见。
火,光,起初，除了那家饭店或城镇闪烁的万家灯火外，就是一片黑暗，我们什么都没看见。,起初，除了那家饭店或城镇闪烁的许多人家灯光外，就是一片黑暗，我们什么都没看见。
的无病呻吟,在抱怨吗,你不觉得那是中产阶级的无病呻吟？,你不觉得那是一群中产阶级在抱怨吗？
兵戎,以武力,他们认为，本区域内许多国家所发生或持续存在内战或国家间冲突，以致各个派系、武装集团、种族集团、叛军、民兵、起义部队、反叛运动和政府部队之间兵戎相见，结果迫使无数的难民离开家园，流落道路之中，寻求避难处所。,他们认为，本区域内许多国家所发生或持续存在内战或国家间冲突，以致各个派系、武装集团、种族集团、叛军、民兵、起义部队、反叛运动和政府部队之间以武力相见，结果迫使无数的难民离开家园，流落道路之中，寻求避难处所。
掷地,话语豪迈,到了实际宣布独立的那一天，并非人们想见的7月4日，《独立宣言》公布掷地有声，是真正革命性的开场白。,到了实际宣布独立的那一天，并非人们想见的7月4日，《独立宣言》公布话语豪迈有力，是真正革命性的开场白。
声,力,到了实际宣布独立的那一天，并非人们想见的7月4日，《独立宣言》公布掷地有声，是真正革命性的开场白。,到了实际宣布独立的那一天，并非人们想见的7月4日，《独立宣言》公布话语豪迈有力，是真正革命性的开场白。
是,很,伍德不论选择朋友还是敌人都是随随便便，来者不拒。,伍德不论选择朋友还是敌人都很随意，从不拒绝。
随便便,意,伍德不论选择朋友还是敌人都是随随便便，来者不拒。,伍德不论选择朋友还是敌人都很随意，从不拒绝。
来者,从,伍德不论选择朋友还是敌人都是随随便便，来者不拒。,伍德不论选择朋友还是敌人都很随意，从不拒绝。
为,其,其次，我们需要强化国内教育体系，以使政府自视为为公民提供开放的高质量学校的保证者，而不是自甘堕落为外部发展机构。,其次，我们需要加强国内教育体系，使政府将自己视为其公民享有无障碍、优质学校的保障者，而不是自己甘愿自己堕落为外部发展机构。
提供开放的高,享有无障碍、优,其次，我们需要强化国内教育体系，以使政府自视为为公民提供开放的高质量学校的保证者，而不是自甘堕落为外部发展机构。,其次，我们需要加强国内教育体系，使政府将自己视为其公民享有无障碍、优质学校的保障者，而不是自己甘愿自己堕落为外部发展机构。
证,障,其次，我们需要强化国内教育体系，以使政府自视为为公民提供开放的高质量学校的保证者，而不是自甘堕落为外部发展机构。,其次，我们需要加强国内教育体系，使政府将自己视为其公民享有无障碍、优质学校的保障者，而不是自己甘愿自己堕落为外部发展机构。
乘,利用他,"已经收到报告指控使用所谓的""不道德的""手段改变宗教信仰，例如：一些宗教团体的成员试图通过许以婚姻或者乘人之危等""不道德的""手段强迫他人入教。","已经收到报告指控使用所谓的""不道德的""手段改变宗教信仰，例如：一些宗教团体的成员试图通过许以婚姻或者利用他人处于危险的情形谋取不正当利益等""不道德的""手段强迫他人入教。"
之,处于,"已经收到报告指控使用所谓的""不道德的""手段改变宗教信仰，例如：一些宗教团体的成员试图通过许以婚姻或者乘人之危等""不道德的""手段强迫他人入教。","已经收到报告指控使用所谓的""不道德的""手段改变宗教信仰，例如：一些宗教团体的成员试图通过许以婚姻或者利用他人处于危险的情形谋取不正当利益等""不道德的""手段强迫他人入教。"
侧重,应力颜,侧重色彩用于有装饰线的小房间或公寓，更能相映成趣。,应力颜色用于装饰线不时地铺在公寓里，可以形成一个很好的对比。
的小房间或,不时地铺在,侧重色彩用于有装饰线的小房间或公寓，更能相映成趣。,应力颜色用于装饰线不时地铺在公寓里，可以形成一个很好的对比。
趣,一个很好的对比,侧重色彩用于有装饰线的小房间或公寓，更能相映成趣。,应力颜色用于装饰线不时地铺在公寓里，可以形成一个很好的对比。
塞翁,暂时受到损,有时，这是塞翁失马，焉知祸福。,有时，这是暂时受到损失，焉知祸福。
甘示弱,认输,队友埃迪-豪斯率先推了麦迪一下，麦迪也不甘示弱，双方险些上演武斗。,队友埃迪-豪斯率先推了麦迪一下，麦迪也不认输，双方险些上演武斗。
交易,买卖,充足的资讯使消费者在风险管理方面更能作出明智选择及达到公平交易。,充足的资讯使消费者在风险管理方面更能作出明智选择及达到公平买卖。
求之,想要却得,费尔德斯丁反正就不喜欢我，你给他的机会正是他求之不得的,费尔德斯丁反正就不喜欢我，你给他的机会正是他想要却得不到的
得,到,费尔德斯丁反正就不喜欢我，你给他的机会正是他求之不得的,费尔德斯丁反正就不喜欢我，你给他的机会正是他想要却得不到的
急,突然,从与越南和菲律宾的南中国海领海之争，到与缅甸和泰国的紧张局势，曾经良好甚至可谓友善的邻邦关系急转直下。,从与越南和菲律宾的南中国海领海之争，到与缅甸和泰国的紧张局势，曾经良好甚至可谓友善的邻邦关系突然转变并且很快地顺势发展下去。
直,变并且很快地顺势发展,从与越南和菲律宾的南中国海领海之争，到与缅甸和泰国的紧张局势，曾经良好甚至可谓友善的邻邦关系急转直下。,从与越南和菲律宾的南中国海领海之争，到与缅甸和泰国的紧张局势，曾经良好甚至可谓友善的邻邦关系突然转变并且很快地顺势发展下去。
因此,然而，,因此尽管人们对性的题目津津乐道，我认为应注意整个道德水平。,然而，尽管性问题受到如此持续不断地关注和讨论，但应当引起人们对一般道德标准的极大注意。
性,一般道德标准,因此尽管人们对性的题目津津乐道，我认为应注意整个道德水平。,然而，尽管性问题受到如此持续不断地关注和讨论，但应当引起人们对一般道德标准的极大注意。
题目津津乐道我认为应,极大,因此尽管人们对性的题目津津乐道，我认为应注意整个道德水平。,然而，尽管性问题受到如此持续不断地关注和讨论，但应当引起人们对一般道德标准的极大注意。
的身躯与无穷的,体积和强大,它们庞大的身躯与无穷的力量在许多方面都有用武之地。因而，它们便成为人类劳动和战斗的忠实伙伴。,它们的庞大体积和强大力量在许多方面得到利用，成为人在劳动和战争中的盟友。
都有,得到利,它们庞大的身躯与无穷的力量在许多方面都有用武之地。因而，它们便成为人类劳动和战斗的忠实伙伴。,它们的庞大体积和强大力量在许多方面得到利用，成为人在劳动和战争中的盟友。
类,在,它们庞大的身躯与无穷的力量在许多方面都有用武之地。因而，它们便成为人类劳动和战斗的忠实伙伴。,它们的庞大体积和强大力量在许多方面得到利用，成为人在劳动和战争中的盟友。
斗,争中,它们庞大的身躯与无穷的力量在许多方面都有用武之地。因而，它们便成为人类劳动和战斗的忠实伙伴。,它们的庞大体积和强大力量在许多方面得到利用，成为人在劳动和战争中的盟友。
素,也,我们和他素不相识呀！,我们和他也不认识呀！
相,认,我们和他素不相识呀！,我们和他也不认识呀！
地处,岛屿位于,该岛由于地处热带，且受海洋的影响，气候温和多雨，土壤十分肥沃，四季绿水青山，万花烂漫，林木参天。,由于岛屿位于热带，受海洋的影响，气候温和，降雨少，土壤肥沃，季节绿色，鲜花无数，树木长得很高。
