src,dst,src_tokenized,dst_tokenized
似乎明显地表示他拒绝先入为主，有偏见及死脑筋的念头。,显然，他拒绝偏见、成见和固定的想法。,似 乎 明 显 地 表 示 他 拒 绝 先 入 为 主 ， 有 偏 见 及 死 脑 筋 的 念 头 。,显 然 ， 他 拒 绝 偏 见 、 成 见 和 固 定 的 想 法 。
他是守口如瓶的，你放心。,他是像瓶口塞紧了一般闭口不谈的，你放心。,他 是 守 口 如 瓶 的 ， 你 放 心 。,他 是 像 瓶 口 塞 紧 了 一 般 闭 口 不 谈 的 ， 你 放 心 。
就像北美的猎豹与美洲狮一样，老虎逃过一劫，间不容发。,就像北美的猎豹与美洲狮一样，老虎逃过一劫，非常危急。,就 像 北 美 的 猎 豹 与 美 洲 狮 一 样 ， 老 虎 逃 过 一 劫 ， 间 不 容 发 。,就 像 北 美 的 猎 豹 与 美 洲 狮 一 样 ， 老 虎 逃 过 一 劫 ， 非 常 危 急 。
国王对他的错误网开三面，决定从宽发落。,国王对他的错误宽恕，决定处罚从宽。,国 王 对 他 的 错 误 网 开 三 面 ， 决 定 从 宽 发 落 。,国 王 对 他 的 错 误 宽 恕 ， 决 定 处 罚 从 宽 。
步出港铁旺角东站，便您会置身世界上于全球最高密度的地区，行人摩肩擦踵，街道车水马龙；旧式街铺和新式高楼交错林立，坐落其间的多个露天市集更是享负盛名。,从地铁旺角东站出发，置身地球上人口最密集地区之一的地方，行人很拥挤，街道交通繁忙；旧式街铺和新式高楼交错林立，坐落其间的多个露天市集更是很著名。,步 出 港 铁 旺 角 东 站 ， 便 您 会 置 身 世 界 上 于 全 球 最 高 密 度 的 地 区 ， 行 人 摩 肩 擦 踵 ， 街 道 车 水 马 龙 ； 旧 式 街 铺 和 新 式 高 楼 交 错 林 立 ， 坐 落 其 间 的 多 个 露 天 市 集 更 是 享 负 盛 名 。,从 地 铁 旺 角 东 站 出 发 ， 置 身 地 球 上 人 口 最 密 集 地 区 之 一 的 地 方 ， 行 人 很 拥 挤 ， 街 道 交 通 繁 忙 ； 旧 式 街 铺 和 新 式 高 楼 交 错 林 立 ， 坐 落 其 间 的 多 个 露 天 市 集 更 是 很 著 名 。
美丽如画的西双版纳位于平坦的澜沧江河谷地带，四周是亚热带的深山密林。,美丽如画的西双版纳位于平坦的澜沧江河谷地带，四周是亚热带的深山树林。,美 丽 如 画 的 西 双 版 纳 位 于 平 坦 的 澜 沧 江 河 谷 地 带 ， 四 周 是 亚 热 带 的 深 山 密 林 。,美 丽 如 画 的 西 双 版 纳 位 于 平 坦 的 澜 沧 江 河 谷 地 带 ， 四 周 是 亚 热 带 的 深 山 树 林 。
机灵人似乎听不见这种窃窃私议的反对意见，仍旧继续他们的勾当。,熟练的人似乎没有听到低语的反对意见，他们继续他们的动作。,机 灵 人 似 乎 听 不 见 这 种 窃 窃 私 议 的 反 对 意 见 ， 仍 旧 继 续 他 们 的 勾 当 。,熟 练 的 人 似 乎 没 有 听 到 低 语 的 反 对 意 见 ， 他 们 继 续 他 们 的 动 作 。
俺盼着咱们那位年轻的朋友喜欢你这么一位和他一脉相传的漂亮姑娘才好。,俺盼着咱们那位年轻的朋友喜欢你这么一位和他相似的漂亮姑娘才好。,俺 盼 着 咱 们 那 位 年 轻 的 朋 友 喜 欢 你 这 么 一 位 和 他 一 脉 相 传 的 漂 亮 姑 娘 才 好 。,俺 盼 着 咱 们 那 位 年 轻 的 朋 友 喜 欢 你 这 么 一 位 和 他 相 似 的 漂 亮 姑 娘 才 好 。
可现在当我看着你熟睡的脸，就仅仅离我几英寸的地方，听着你偶尔发出的叹气与梦呓声音，我不禁哑然失笑，自己以前怎么就没看出生命远比追逐名利更可贵呢？,可现在当我看着你熟睡的脸，就仅仅离我几英寸的地方，听着你偶尔发出的叹气与梦呓声音，我不禁笑出声来，自己以前怎么就没看出生命远比追逐名利更可贵呢？,可 现 在 当 我 看 着 你 熟 睡 的 脸 ， 就 仅 仅 离 我 几 英 寸 的 地 方 ， 听 着 你 偶 尔 发 出 的 叹 气 与 梦 呓 声 音 ， 我 不 禁 哑 然 失 笑 ， 自 己 以 前 怎 么 就 没 看 出 生 命 远 比 追 逐 名 利 更 可 贵 呢 ？,可 现 在 当 我 看 着 你 熟 睡 的 脸 ， 就 仅 仅 离 我 几 英 寸 的 地 方 ， 听 着 你 偶 尔 发 出 的 叹 气 与 梦 呓 声 音 ， 我 不 禁 笑 出 声 来 ， 自 己 以 前 怎 么 就 没 看 出 生 命 远 比 追 逐 名 利 更 可 贵 呢 ？
业内人士分析：首先，全装修楼盘虚位以待，但能吃大单的家装企业却寥寥无几。,业内人士分析：首先，全装修楼盘等待装修，但能吃大单的家装企业却几乎没有。,业 内 人 士 分 析 ： 首 先 ， 全 装 修 楼 盘 虚 位 以 待 ， 但 能 吃 大 单 的 家 装 企 业 却 寥 寥 无 几 。,业 内 人 士 分 析 ： 首 先 ， 全 装 修 楼 盘 等 待 装 修 ， 但 能 吃 大 单 的 家 装 企 业 却 几 乎 没 有 。
他们要求提供更多的资金，然而我们已囊空如洗。,他们要求提供更多的资金，然而我们已没钱了。,他 们 要 求 提 供 更 多 的 资 金 ， 然 而 我 们 已 囊 空 如 洗 。,他 们 要 求 提 供 更 多 的 资 金 ， 然 而 我 们 已 没 钱 了 。
大家都同意这是一个一石二鸟的好方法。,大家都同意这是一个达到两个目的的好方法。,大 家 都 同 意 这 是 一 个 一 石 二 鸟 的 好 方 法 。,大 家 都 同 意 这 是 一 个 达 到 两 个 目 的 的 好 方 法 。
好吧，那我们...打开天窗说亮话。,好吧，那我们...不必掩饰。,好 吧 ， 那 我 们 . . . 打 开 天 窗 说 亮 话 。,好 吧 ， 那 我 们 . . . 不 必 掩 饰 。
她所说的话听起来很真诚，但我们切不应该麻痹大意。,她说的话听起来不错，但我们不应放弃谨慎。,她 所 说 的 话 听 起 来 很 真 诚 ， 但 我 们 切 不 应 该 麻 痹 大 意 。,她 说 的 话 听 起 来 不 错 ， 但 我 们 不 应 放 弃 谨 慎 。
计算器实现简单计算功能，加减乘除等功能。,计算器功能可以实现简单的计算乘、除、加、减功能。,计 算 器 实 现 简 单 计 算 功 能 ， 加 减 乘 除 等 功 能 。,计 算 器 功 能 可 以 实 现 简 单 的 计 算 乘 、 除 、 加 、 减 功 能 。
他欢迎大家集思广议，以改进委员会的工作方法。,他欢迎大家广泛讨论，以改进委员会的工作方法。,他 欢 迎 大 家 集 思 广 议 ， 以 改 进 委 员 会 的 工 作 方 法 。,他 欢 迎 大 家 广 泛 讨 论 ， 以 改 进 委 员 会 的 工 作 方 法 。
他一病不起，在哥哥去世半年后也撒手人寰，年仅33岁,他病情恶化，在哥哥去世半年后也撒手人世，年仅33岁,他 一 病 不 起 ， 在 哥 哥 去 世 半 年 后 也 撒 手 人 寰 ， 年 仅 3 3 岁,他 病 情 恶 化 ， 在 哥 哥 去 世 半 年 后 也 撒 手 人 世 ， 年 仅 3 3 岁
上周五的暴行与艾哈迈尔将军的倒戈，使得这一中立姿态看上去成了蓄意的见利忘义。,上周五的暴行与艾哈迈尔将军的倒戈，使得这一中立姿态看上去成了蓄意的为了利益不顾道义。,上 周 五 的 暴 行 与 艾 哈 迈 尔 将 军 的 倒 戈 ， 使 得 这 一 中 立 姿 态 看 上 去 成 了 蓄 意 的 见 利 忘 义 。,上 周 五 的 暴 行 与 艾 哈 迈 尔 将 军 的 倒 戈 ， 使 得 这 一 中 立 姿 态 看 上 去 成 了 蓄 意 的 为 了 利 益 不 顾 道 义 。
对卧床不起的病人提供家庭协助不收费。,对生病躺在床上不能起来的病人提供家庭协助不收费。,对 卧 床 不 起 的 病 人 提 供 家 庭 协 助 不 收 费 。,对 生 病 躺 在 床 上 不 能 起 来 的 病 人 提 供 家 庭 协 助 不 收 费 。
然而必须认识到，此类条款不管听起来如何头头是道，但远远没有解决所有问题：在实践中，这些条款并不鼓励缔约国保持它们应有的警惕，而且没有回答重要的问题,然而，人们不得不承认，这些条款尽管看起来在智力上很有道理但在任何情况下都没有解决所有问题，实际上，它们并不鼓励缔约国保持对它们的特别警惕，它们没有回答重要的问题,然 而 必 须 认 识 到 ， 此 类 条 款 不 管 听 起 来 如 何 头 头 是 道 ， 但 远 远 没 有 解 决 所 有 问 题 ： 在 实 践 中 ， 这 些 条 款 并 不 鼓 励 缔 约 国 保 持 它 们 应 有 的 警 惕 ， 而 且 没 有 回 答 重 要 的 问 题,然 而 ， 人 们 不 得 不 承 认 ， 这 些 条 款 尽 管 看 起 来 在 智 力 上 很 有 道 理 但 在 任 何 情 况 下 都 没 有 解 决 所 有 问 题 ， 实 际 上 ， 它 们 并 不 鼓 励 缔 约 国 保 持 对 它 们 的 特 别 警 惕 ， 它 们 没 有 回 答 重 要 的 问 题
伤害赔偿很少使受害人称心如意。,伤害赔偿很少使受害人完全符合心意。,伤 害 赔 偿 很 少 使 受 害 人 称 心 如 意 。,伤 害 赔 偿 很 少 使 受 害 人 完 全 符 合 心 意 。
原教旨主义的信仰却一直是这一家人在生活的风风雨雨、坎坎坷坷中的希望和支柱。,原教旨主义的信仰却一直是这一家人在生活的经历波折、坎坎坷坷中的希望和支柱。,原 教 旨 主 义 的 信 仰 却 一 直 是 这 一 家 人 在 生 活 的 风 风 雨 雨 、 坎 坎 坷 坷 中 的 希 望 和 支 柱 。,原 教 旨 主 义 的 信 仰 却 一 直 是 这 一 家 人 在 生 活 的 经 历 波 折 、 坎 坎 坷 坷 中 的 希 望 和 支 柱 。
山穷水尽的靠抢也可以获得。,实在没办法的靠抢也可以获得。,山 穷 水 尽 的 靠 抢 也 可 以 获 得 。,实 在 没 办 法 的 靠 抢 也 可 以 获 得 。
美国消费者的大手大脚，对于亚洲而言犹如天降甘露。,美国消费者的花钱没有节制，对于亚洲而言犹如天降甘露。,美 国 消 费 者 的 大 手 大 脚 ， 对 于 亚 洲 而 言 犹 如 天 降 甘 露 。,美 国 消 费 者 的 花 钱 没 有 节 制 ， 对 于 亚 洲 而 言 犹 如 天 降 甘 露 。
迄今为止你的行为是无可指摘的，谁想反对你这样做，那就大错特错了。,到现在为止你的行为是无可指摘的，谁想反对你这样做，那就错误到极点了。,迄 今 为 止 你 的 行 为 是 无 可 指 摘 的 ， 谁 想 反 对 你 这 样 做 ， 那 就 大 错 特 错 了 。,到 现 在 为 止 你 的 行 为 是 无 可 指 摘 的 ， 谁 想 反 对 你 这 样 做 ， 那 就 错 误 到 极 点 了 。
这是你死我活的阶级搏斗，在这样一场搏斗中，丧失警惕是危险的。,这是一场生与死的阶级斗争。在这样的斗争中失去警觉是危险的。,这 是 你 死 我 活 的 阶 级 搏 斗 ， 在 这 样 一 场 搏 斗 中 ， 丧 失 警 惕 是 危 险 的 。,这 是 一 场 生 与 死 的 阶 级 斗 争 。 在 这 样 的 斗 争 中 失 去 警 觉 是 危 险 的 。
居停主人是个海帕克的机关手，身材高大，长着一贪胡须，是个很信教的人。,房东是个海帕克的机关手，身材高大，长着一贪胡须，是个很信教的人。,居 停 主 人 是 个 海 帕 克 的 机 关 手 ， 身 材 高 大 ， 长 着 一 贪 胡 须 ， 是 个 很 信 教 的 人 。,房 东 是 个 海 帕 克 的 机 关 手 ， 身 材 高 大 ， 长 着 一 贪 胡 须 ， 是 个 很 信 教 的 人 。
他是个雇佣文人，不过天生下笔千言，很有些才气而已。,他是个雇佣文人，不过天生有文采，很有些才气而已。,他 是 个 雇 佣 文 人 ， 不 过 天 生 下 笔 千 言 ， 很 有 些 才 气 而 已 。,他 是 个 雇 佣 文 人 ， 不 过 天 生 有 文 采 ， 很 有 些 才 气 而 已 。
伟大的主，有没有甚么地方，像沙漠，或是海角天涯，你要派遣我前往，要我打开有没有土地要我耕耘把你的种子，在田野里种栽，直到它结出一百倍的黄金壳粒，来喂饱你子民的饥怀。天父指示我，沙漠或海在那里，若是你的计划，请派遣我去。,伟大的主，有没有甚么地方，像沙漠，或是遥远的地方，你要派遣我前往，要我打开有没有土地要我耕耘把你的种子，在田野里种栽，直到它结出一百倍的黄金壳粒，来喂饱你子民的饥怀。天父指示我，沙漠或海在那里，若是你的计划，请派遣我去。,伟 大 的 主 ， 有 没 有 甚 么 地 方 ， 像 沙 漠 ， 或 是 海 角 天 涯 ， 你 要 派 遣 我 前 往 ， 要 我 打 开 有 没 有 土 地 要 我 耕 耘 把 你 的 种 子 ， 在 田 野 里 种 栽 ， 直 到 它 结 出 一 百 倍 的 黄 金 壳 粒 ， 来 喂 饱 你 子 民 的 饥 怀 。 天 父 指 示 我 ， 沙 漠 或 海 在 那 里 ， 若 是 你 的 计 划 ， 请 派 遣 我 去 。,伟 大 的 主 ， 有 没 有 甚 么 地 方 ， 像 沙 漠 ， 或 是 遥 远 的 地 方 ， 你 要 派 遣 我 前 往 ， 要 我 打 开 有 没 有 土 地 要 我 耕 耘 把 你 的 种 子 ， 在 田 野 里 种 栽 ， 直 到 它 结 出 一 百 倍 的 黄 金 壳 粒 ， 来 喂 饱 你 子 民 的 饥 怀 。 天 父 指 示 我 ， 沙 漠 或 海 在 那 里 ， 若 是 你 的 计 划 ， 请 派 遣 我 去 。
但是必须注意的是，应当确保狭短的期限不至于鼓励近水楼台先得月的行为----因为这种情况经常发生，以免损害那些本来已经处境不利者。,但是必须注意的是，应当确保狭短的期限不至于鼓励占有有利条件的行为----因为这种情况经常发生，以免损害那些本来已经处境不利者。,但 是 必 须 注 意 的 是 ， 应 当 确 保 狭 短 的 期 限 不 至 于 鼓 励 近 水 楼 台 先 得 月 的 行 为 - - - - 因 为 这 种 情 况 经 常 发 生 ， 以 免 损 害 那 些 本 来 已 经 处 境 不 利 者 。,但 是 必 须 注 意 的 是 ， 应 当 确 保 狭 短 的 期 限 不 至 于 鼓 励 占 有 有 利 条 件 的 行 为 - - - - 因 为 这 种 情 况 经 常 发 生 ， 以 免 损 害 那 些 本 来 已 经 处 境 不 利 者 。
以这种方式，在适当的时候，一切万物都将找到它们回家的途径。,以这种方式，在适当的时候，一切事物都将找到它们回家的途径。,以 这 种 方 式 ， 在 适 当 的 时 候 ， 一 切 万 物 都 将 找 到 它 们 回 家 的 途 径 。,以 这 种 方 式 ， 在 适 当 的 时 候 ， 一 切 事 物 都 将 找 到 它 们 回 家 的 途 径 。
我想要告诉她，只是有口难言。,我想要告诉她，只是有口说不出。,我 想 要 告 诉 她 ， 只 是 有 口 难 言 。,我 想 要 告 诉 她 ， 只 是 有 口 说 不 出 。
但是一朵曾经看过旭日东升的花，也能看到在它自己里面有某种东西在上升。,但是，看到日出的花朵，也能看到在它自己里面有某种东西在上升。,但 是 一 朵 曾 经 看 过 旭 日 东 升 的 花 ， 也 能 看 到 在 它 自 己 里 面 有 某 种 东 西 在 上 升 。,但 是 ， 看 到 日 出 的 花 朵 ， 也 能 看 到 在 它 自 己 里 面 有 某 种 东 西 在 上 升 。
第一：妻子有个好工作并且挣得比丈夫多。第二：妻子乐意主外，而丈夫有成人之美。,第一：妻子有个好工作并且挣得比丈夫多。第二：妻子乐意主外，而丈夫乐意这么做。,第 一 ： 妻 子 有 个 好 工 作 并 且 挣 得 比 丈 夫 多 。 第 二 ： 妻 子 乐 意 主 外 ， 而 丈 夫 有 成 人 之 美 。,第 一 ： 妻 子 有 个 好 工 作 并 且 挣 得 比 丈 夫 多 。 第 二 ： 妻 子 乐 意 主 外 ， 而 丈 夫 乐 意 这 么 做 。
在一个充满战争、饥饿、贫穷、虐待和其他疾病的世界，你所爱的人感到抑郁寡欢，你可能感到不耐烦。,在一个充满战争、饥饿、贫穷、虐待和其他疾病的世界，你所爱的人感到忧愁，你可能感到不耐烦。,在 一 个 充 满 战 争 、 饥 饿 、 贫 穷 、 虐 待 和 其 他 疾 病 的 世 界 ， 你 所 爱 的 人 感 到 抑 郁 寡 欢 ， 你 可 能 感 到 不 耐 烦 。,在 一 个 充 满 战 争 、 饥 饿 、 贫 穷 、 虐 待 和 其 他 疾 病 的 世 界 ， 你 所 爱 的 人 感 到 忧 愁 ， 你 可 能 感 到 不 耐 烦 。
