idiom,explanation,original_sentence,original_paraphrase
不亦乐乎,开心,他也许注意到街上很清洁，也许根本不理会，不管他怎样吧，反正我们须心到神知的忙个不亦乐乎。,他也许注意到街上很清洁，也许根本不理会，不管他怎样吧，反正我们须心里明白的忙个开心。
字正腔圆,口齿清晰,老丁平日不爱说话，但一到唱戏，像换了一个人，口舌翻飞，字正腔圆，精神焕发。,老丁平日不爱说话，但一到唱戏，像换了一个人，口舌翻飞，口齿清晰，精神很好。
告老还乡,辞去官职,俺公爹头戴着红缨子瓜皮小帽、穿着长袍马褂、手捻着佛珠在院子里晃来晃去时，八成似一个告老还乡的员外郎，九成似一个子孙满堂的老太爷。,俺公爹头戴着红缨子瓜皮小帽、穿着长袍马褂、手捻着佛珠在院子里晃来晃去时，八成似一个辞去官职的员外郎，九成似一个子孙满堂的老太爷。
悠悠忽忽,恍惚,她不是自己关在屋里一连几个钟头，就是出去，一副悠悠忽忽的样子。,她不是自己关在屋里一连几个钟头，就是出去，一副恍惚的样子。
趋之若鹜,喜欢,北京的食品商场偶尔从南方运了藠头来卖，趋之若鹜的都是南方几省的人。,北京的食品商场偶尔从南方运了藠头来卖，喜欢的都是南方几省的人。
挥洒自如,运笔能随意,一般中学生都读过一点李清照的词，不知道她能写这样感情深挚、挥洒自如的散文。,一般中学生都读过一点李清照的词，不知道她能写这样感情深挚、运笔能随意的散文。
长袖善舞,有财势、有手腕的人,可以说他“长袖善舞”，但他甩动的长袖后面还是有主体、有心灵的，人们渐渐看清，他多彩多姿的动作真诚地指向和平的进程和人民的安康，因此已成为这个地区的一种理性平衡器。,可以说他“有财势、有手腕的人”，但他甩动的长袖后面还是有主体、有心灵的，人们渐渐看清，他多彩多姿的动作真诚地指向和平的进程和人民的安康，因此已成为这个地区的一种理性平衡器。
登三宝殿,上门,“大老板，无事不登三宝殿，我是有点小事特意来这里的。,“大老板，没事不上门，我是有点小事特意来这里的。
翻云覆雨,搬弄权势,往日、是田福堂和孙玉亭这些人在此翻云覆雨，而现在又是孙少安和田海民这些人在大显身手罗！,往日、是田福堂和孙玉亭这些人在此搬弄权势，而现在又是孙少安和田海民这些人在充分显露自己的本领罗！
微不足道,渺小,他一站起，连我们这些微不足道的听众都一下觉出，他所有同伴刚才声音嘹亮、争奇斗艳、百花齐放的吹奏，都一下子成了伴奏。,他一站起，连我们这些渺小的听众都一下觉出，他所有同伴刚才声音嘹亮、竞相展示形貌、色彩的奇异、艳丽，以比高下、一起响起的吹奏，都一下子成了伴奏。
百花齐放,一起响起,他一站起，连我们这些微不足道的听众都一下觉出，他所有同伴刚才声音嘹亮、争奇斗艳、百花齐放的吹奏，都一下子成了伴奏。,他一站起，连我们这些渺小的听众都一下觉出，他所有同伴刚才声音嘹亮、竞相展示形貌、色彩的奇异、艳丽，以比高下、一起响起的吹奏，都一下子成了伴奏。
有眼无珠,不认识人,他说：你过来的时候迈着八字步，我就估摸你是领导，可见你肚子不大，又疑惑你不是领导，怪我有眼无珠，竟真的是领导。,他说：你过来的时候迈着八字步，我就估摸你是领导，可见你肚子不大，又疑惑你不是领导，怪我不认识人，竟真的是领导。
无关痛痒,不重要,仅仅是每天看见那个十五岁的少女已经不够，仅仅是偶尔和她在一起，说几句无关痛痒的话，已经不够。,仅仅是每天看见那个十五岁的少女已经不够，仅仅是偶尔和她在一起，说几句不重要的话，已经不够。
无思无虑,不需要担心什么,"河里驶过文人的酒船，文豪见了，大发诗兴，说，""无思无虑，这真是田家乐呵！","河里驶过文人的酒船，文豪见了，大发诗兴，说，""不需要担心什么，这真是田家乐呵！"
头破血出,激烈,就是在他们俩打得头破血出的时候，她们也只极客气的出来给他们抚摸伤痛，而不敢斥责他们。,就是在他们俩打得激烈的时候，她们也只极客气的出来给他们抚摸伤痛，而不敢斥责他们。
愚不可及,十分傻,再加上几十年前碰到一个“基度山大伯爵”之后，这两个人变得越来越傻，愚不可及，连我这空心人，要偷偷他们可也真没有什么好处。,再加上几十年前碰到一个“基度山大伯爵”之后，这两个人变得越来越傻，十分傻，连我这空心人，要偷偷他们可也真没有什么好处。
大江东去,历史向前发展,他是，他自己这么形容，红脸长髯高吟“大江东去”的文人。,他是，他自己这么形容，红脸长髯高吟“历史向前发展”的文人。
左拥右抱,妻妾成群,妻是左手，姨奶是右手；左手打了我的嘴，右手即刻过来摩，不长进的思想不久即侵占了我全部意志，对于左拥右抱的俗事，我没有再来固持反对了。,妻是左手，姨奶是右手；左手打了我的嘴，右手即刻过来摩，不长进的思想不久即侵占了我全部意志，对于妻妾成群的俗事，我没有再来固持反对了。
心力交瘁,非常难过,这一番又一番风雨，摧得父母心力交瘁，我却干脆远走高飞，连头发也不让父母看见一根，临走之前，小事负气，竟还对母亲说过这样无情的话∶“走了一封信也不写回来，当我死了，你们好过几年太平日子。”,这一番又一番风雨，摧得父母非常难过，我却干脆远远离开，连头发也不让父母看见一根，临走之前，小事负气，竟还对母亲说过这样无情的话∶“走了一封信也不写回来，当我死了，你们好过几年太平日子。”
莫名其妙,奇怪,可是，聪明一点的人都看出来，假若他们自己莫名其妙，日本人可也够愚蠢的；假若他们自己迷惘惶惑，日本人可也举棋不定，手足无措。,可是，聪明一点的人都看出来，假若他们自己奇怪，日本人可也够愚蠢的；假若他们自己迷惘惶惑，日本人可也犹豫，没有办法。
举棋不定,犹豫,可是，聪明一点的人都看出来，假若他们自己莫名其妙，日本人可也够愚蠢的；假若他们自己迷惘惶惑，日本人可也举棋不定，手足无措。,可是，聪明一点的人都看出来，假若他们自己奇怪，日本人可也够愚蠢的；假若他们自己迷惘惶惑，日本人可也犹豫，没有办法。
手足无措,没有办法,可是，聪明一点的人都看出来，假若他们自己莫名其妙，日本人可也够愚蠢的；假若他们自己迷惘惶惑，日本人可也举棋不定，手足无措。,可是，聪明一点的人都看出来，假若他们自己奇怪，日本人可也够愚蠢的；假若他们自己迷惘惶惑，日本人可也犹豫，没有办法。
草木皆兵,害怕一切,恐惧突然抓住了我们，车子开过的街道，看见每一个沙哈位威人，都使我心惊肉跳，草木皆兵。,恐惧突然抓住了我们，车子开过的街道，看见每一个沙哈位威人，都使我惊慌，害怕一切。
遁入空门,剃发念经,我呆望著向后飞逝的大漠，听见荷西那么说著，忽而不知怎的想到《红楼梦》里的句子∶“看破的，遁入空门，痴迷的，枉送了性命，好一似，食尽鸟投林，落了片白茫茫大地真干净！”,我呆望著向后飞逝的大漠，听见荷西那么说著，忽而不知怎的想到《红楼梦》里的句子∶“看破的，剃发念经，痴迷的，枉送了性命，好一似，食尽鸟投林，落了片白茫茫大地真干净！”
男女老幼,大家,他们如黄蜂似的倾巢而出，男女老幼跟著哈珊迈开第一步，载歌载舞，恐怖万分的向边界慢慢的逼来，一步一步踏踏实实的走在我们这边看著电视的人群的心上。,他们如黄蜂似的都从家走出来，大家跟著哈珊迈开第一步，唱歌跳舞，恐怖万分的向边界慢慢的逼来，一步一步踏踏实实的走在我们这边看著电视的人群的心上。
片纸只字,琐事,三毛，我爱的朋友，我要送你这首徐先生写的诗，你自己干爸写下的，做为与你认识一场，相处两日的纪念，而后，我将不再写下任何你生活中的片纸只字，让你追求生命中的宁静了。,三毛，我爱的朋友，我要送你这首徐先生写的诗，你自己干爸写下的，做为与你认识一场，相处两日的纪念，而后，我将不再写下任何你生活中的琐事，让你追求生命中的宁静了。
钟鼎山林,富贵隐逸,世人不敢深究，惟恐避之不及，庸庸碌碌亦是福寿人生，钟鼎山林，虽说不可强求，小负一场人生，终是稍稍可惜。,世人不敢深究，惟恐避之不及，庸碌没有作为亦是福寿人生，富贵隐逸，虽说不可强求，小负一场人生，终是稍稍可惜。
药到病除,被治愈了,同时我发觉，被我分过药的妇女和小孩，百分之八十是药到病除。,同时我发觉，被我分过药的妇女和小孩，百分之八十是被治愈了。
碧空如洗,天气晴朗,其时碧空如洗，有一群大雁鹅正排成人字从高空中飞过。,其时天气晴朗，有一群大雁鹅正排成人字从高空中飞过。
千疮百孔,伤残,"把给了她的再夺走，把她的心折磨得千疮百孔，再""让她在清醒的痛定思痛中等待着死？","把给了她的再夺走，把她的心折磨得伤残，再""让她在清醒的悔恨中等待着死？"
痛定思痛,悔恨,"把给了她的再夺走，把她的心折磨得千疮百孔，再""让她在清醒的痛定思痛中等待着死？","把给了她的再夺走，把她的心折磨得伤残，再""让她在清醒的悔恨中等待着死？"
劳师动众,麻烦别人,虽然不喜欢劳师动众，可是眼见表妹全家因为我的抵达而当一回大事，也只有心存感激的接受了他们的安排和招待。,虽然不喜欢麻烦别人，可是眼见表妹全家因为我的抵达而当一回大事，也只有心存感激的接受了他们的安排和招待。
