idiom,explanation,original_sentence,original_paraphrase
苟延残喘,勉强维持生存,这家保险业巨头靠纳税人的钱才得以苟延残喘，但是却向高层主管发放巨额奖金。奥巴马总统把美国国际集团发放奖金称为“毫无廉耻”，他说这是“无耻的”公司文化的象征。,这家保险业巨头靠纳税人的钱才得以勉强维持生存，但是却向高层主管发放巨额奖金。奥巴马总统把美国国际集团发放奖金称为“毫无廉耻”，他说这是“无耻的”公司文化的象征。
有声有色,很精彩,可是他却是第一个作得这样有声有色。,可是他却是第一个作得这样很精彩。
排山倒海,声势很浩大,这不是海啸，海啸是由海底地震引起的，在远洋时规模还很小，只有当它接近海岸时才具备了排山倒海，杀人不见血之势。,这不是海啸，海啸是由海底地震引起的，在远洋时规模还很小，只有当它接近海岸时才具备了声势很浩大，阴险毒辣之势。
形影相吊,十分孤独,从那以后，皮特形影相吊，万分悲痛。,从此，皮特十分孤独，万分悲痛。
开国元老,创始人,这些开国元老们的话，就像直言不讳的祖母一样，令那些自信心缩水的后继者们颜面扫地。,这些创始人们的话，就像说话坦率的祖母一样，令那些自信心缩水的后继者们没面子。
直言不讳,说话坦率,这些开国元老们的话，就像直言不讳的祖母一样，令那些自信心缩水的后继者们颜面扫地。,这些创始人们的话，就像说话坦率的祖母一样，令那些自信心缩水的后继者们没面子。
指鹿为马,颠倒对错,岂不知奴才发烧了可以指鹿为马，杀了皇帝，夺了天下。,岂不知奴才发烧了可以颠倒对错，杀了皇帝，夺了天下。
万古长青,永远保持,愿中日两国人民像飞翔在天上的香音神那样，世世代代友好，愿中日友好文化交流万古长青!,愿中日两国人民像飞翔在天上的香音神那样，世代友好，愿中日友好文化交流永远保持!
溢美之辞,夸奖,在竞选演讲中全是对自己的溢美之辞，很显然，温菲尔德·斯科特自诩为有史以来最伟大的候选人。,他的演讲全是对自己过分的夸奖，显然他认为自己是历史上最伟大的候选人。
看家本领,最好的车型,每年的这个时节，美国的汽车厂商们都会拿出自己的看家本领，推出自己最新最炫的车型，希望能够吸引大家购买。,每年的这个时节，美国的汽车厂商们都会拿出自己的最好的车型，推出自己最新最炫的车型，希望能够吸引大家购买。
不顾死活,拼命,天黑前我只得不顾死活，从那块岩石上下来了。,天黑前我只得拼命，从那块岩石上下来了。
馋涎欲滴,充满贪婪,这对于对亚马逊雨林和太平洋大陆架之下丰富储量馋涎欲滴的矿业、石油和天然气公司来说是一个好消息。,这对于对亚马逊雨林和太平洋大陆架之下丰富储量充满贪婪的矿业、石油和天然气公司来说是一个好消息。
出师不利,刚开始就遭受败绩,本届世界杯波尔出师不利，首战不敌格林卡小组出线一度蒙上阴影。,本届世界杯波尔刚开始就遭受败绩，首战不敌格林卡小组出线一度蒙上阴影。
招架不住,没有力量再支持下去,就算只替往事留个小门缝，泉涌的回忆也可能让门招架不住。,就算只替往事留个小门缝，泉涌的回忆也可能让门没有力量再支持下去。
步履维艰,停滞,中国未曾盛行过机械论的思想方式并不是值得庆幸的一件事，它使中国与近代科学失之交臂，也使中国的传统思维在向现代思维转换的过程中显得步履维艰。,中国未曾盛行过机械论的思想方式并不是值得庆幸的一件事，它使中国远离近代科学，也使中国的传统思维在向现代思维转换的过程中显得停滞。
趁热打铁,抓紧时机,好极了！然而，你应该趁热打铁。,好极了！然而，你应该抓紧时机。
浩如烟海,众多,母爱如水，母爱无疆，浩如烟海的文字传诵着对母亲的赞美。,母爱如水，母爱无疆，众多的文字传诵着对母亲的赞美。
神通广大,很厉害,这位大导演神通广大，他可以左右董事会做出必要的改变。,这位大导演很厉害，他可以左右董事会做出必要的改变。
漫不经心,无意,他们要保持一种漫不经心，轻松、毫无拘束的友谊，并不想把双方的关系搞得矫揉造作、没有男人味，不想那么心心相映、热热乎乎的。,他们要保持一种无意，轻松、毫无拘束的友谊，并不想把双方的关系搞得故意做作、没有男人味，不想那么心心相映、热热乎乎的。
死灰复燃,重现,缺乏设备另一个障碍死灰复燃大麻的文件是没有米尔斯工作能力与核电厂。,缺乏设备另一个障碍重现大麻的文件是没有米尔斯工作能力与核电厂。
暴跳如雷,愤怒,段世雄终于忍不住主动联系陆元福，当他得知几名手下莫名失踪之后暴跳如雷。,段世雄终于忍不住主动联系陆元福，当他得知几名手下莫名失踪之后愤怒。
金玉满堂,富有,我们这些明眼人所能说的一切绝不足以防止那些做背心、做鞋子的姑娘们去梦想那些金玉满堂的良人。,我们这些明眼人所能说的一切绝不足以防止那些做背心、做鞋子的姑娘们去梦想那些富有的良人。
贫病交迫,的情况非常糟糕,那老人贫病交迫，濒临死亡。,老人的情况非常糟糕，濒临死亡。
优哉游哉,悠闲,所以，假如文明有点什么用处的话，它便要帮助我们忘掉肉体，那时候时间便可以优哉游哉地过去了。,所以，假如文明有点什么用处的话，它便要帮助我们忘掉肉体，那时候时间便可以悠闲地过去了。
钟灵毓秀,景色优美,这是一片钟灵毓秀的土地。,这是一片景色优美的土地。
扬眉吐气,抬起头,现在你已被宣判无罪，你可以扬眉吐气了。,现在你已经被判无罪，你可以抬起头了。
黔驴技穷,没有办法,上述指控表明指控者已到了黔驴技穷的地步，再也找不出理由继续指责国际社会及其所遵循的法律。,上述指控表明指控者已到了没有办法的地步，再也找不出理由继续指责国际社会及其所遵循的法律。
游移不定,犹豫,分封的王希律听见耶稣所做的一切事，就游移不定，因为有人说是约翰从死里复活；,分封的王希律听见耶稣所做的一切事，就犹豫，因为有人说是约翰从死里复活；
一丘之貉,坏人,叛军在西进过程中杀害了数万难民；从这一角度来说，卡比拉同他的前任都是一丘之貉。,数万名难民西行途中被杀害;从这个角度上说，卡比拉和他的前任一样是坏人。
返老还童,恢复青春,愿意返老还童，成为星光下的少年，去追寻儿时的梦。,愿意恢复青春，成为星光下的少年，去追寻儿时的梦。
咬牙切齿,憎恨,他咬牙切齿，在盘算如何毁灭敌人的遐想中打发时光。,他憎恨，在盘算如何毁灭敌人的遐想中打发时光。
轻而易举,毫不费力,而大到足以吞食绵羊的龙则可轻而易举的吃掉一个孩子。,而大到足以吞食绵羊的龙则可毫不费力的吃掉一个孩子。
束手无策,没有办法,我告诉你怎么办吧，“他最后束手无策地说，”我去给你找那本书。,我告诉你怎么办吧，“他最后没有办法地说，”我去给你找那本书。
壮志未酬,理想没有实现,同样和克林顿一样，也有点壮志未酬的意味。,同样和克林顿一样，也有点理想没有实现的意味。
日月如梭,时间过得很快,日月如梭，宛如远方友人差来的使者，蒙着头巾，戴着面纱，一声不吭。,时间过得很快，宛如远方友人差来的使者，蒙着头巾，戴着面纱，一句话不说。
思绪万千,心情复杂,当我承担起这个重任时，思绪万千。,当我承担起这个重任时，心情复杂。
无可置辩,没有争议,"因此，我们认为，对决议中所述用语，即""严重和有系统地侵犯人权""，应作出明确和无可置辩的解释。","因此，我们认为，对决议中所述用语，即""严重和有系统地侵犯人权""，应作出明确和没有争议的解释。"
成千成万,大量,在城外面，一架高大的绞架已经竖起来了。它的周围站着许多兵士和成千成万的老百姓。,在城外面，一架高大的绞架已经竖起来了。它的周围站着许多兵士和大量的老百姓。
声东击西,分散注意力,我们为了越狱，声东击西。,我们为了越狱分散注意力。
轻装上阵,放下包袱投入其中,然而，上月，他开始注意到，走进这个客运站的民工流不再像以往那样轻装上阵，有些民工带着电视机甚至电冰箱这样的大件行李。,然而，上月，他开始注意到，走进这个客运站的民工流不再像以往那样放下包袱投入其中，有些民工带着电视机甚至电冰箱这样的大件行李。
不虚此行,没有空跑这一趟,向往感受老上海情怀的客人一定不虚此行！,向往感受老上海情怀的客人一定没有空跑这一趟！
阴云密布,情景堪忧,纽约—不管往哪个方向看，金融和经济都是阴云密布：欧元区、美国、中国概莫能外。,纽约—不管往哪个方向看，金融和经济都是情景堪忧：欧元区、美国、中国都不能例外。
多事之秋,麻烦不断的一年,看来今天也是个多事之秋。,看来今天也是个麻烦不断的一年。
者为什么,的人,这些落后者为什么不迎头赶上呢？,为什么这些落后的人不赶上呢?
水泄不通,严实,情况变得一团混乱，警察冲进此刻已经被围得水泄不通的拳击台，试图恢复秩序，可混乱如发生连锁反应一样，向酒店大厅，接着向外面的街道扩散而去。,情况变得一团混乱，警察冲进此刻已经被围得严实的拳击台，试图恢复秩序，可混乱如发生相应的变化一样，向酒店大厅，接着向外面的街道扩散而去。
有名无实,虚假,一个人面对反对意见，其举措应当像除了他自己之外，其它的一切都是有名无实的过眼烟云。,一个人面对反对意见，其举措应当像除了他自己之外，其它的一切都是虚假的烟云。
经的起狂,可以承受大,我们的友谊大厦建筑在真诚的基础之上，它经的起狂风暴雨，它挡的住洪水激流。,我们的友谊建立在真诚的基础上，它可以承受大风和暴雨，抵御洪水的猛烈。
